Number,Name,Theme,Subtheme,Year,Pieces,Minifigs,Availability,Retired,ReleasedDate,RetiredDate,Retail,Paid,Value,Growth,Condition,Date,Notes,Collection,Status,URL
8973-1,Raanu,Bionicle,Agori,2009,14,0,Retail,True,28/12/2008,14/01/2010,"5;99 €","5;99 €","77;14 €",1187.83,New,,,Default,Owned,https://www.brickeconomy.com/set/8973-1/lego-bionicle-agori-raanu
8974-1,Tarduk,Bionicle,Agori,2009,17,0,Retail,True,28/12/2008,25/01/2010,"5;99 €","5;99 €","91;66 €",1430.23,New,,,Default,Owned,https://www.brickeconomy.com/set/8974-1/lego-bionicle-agori-tarduk
8975-1,Berix,Bionicle,Agori,2009,15,0,Retail,True,28/12/2008,10/02/2010,"5;99 €","5;99 €","32;23 €",437.99,New,,,Default,Owned,https://www.brickeconomy.com/set/8975-1/lego-bionicle-agori-berix
8976-1,Metus,Bionicle,Agori,2009,14,0,Retail,True,28/12/2008,22/01/2010,"5;99 €","5;99 €","33;68 €",462.23,New,,,Default,Owned,https://www.brickeconomy.com/set/8976-1/lego-bionicle-agori-metus
8977-1,Zesk,Bionicle,Agori,2009,16,0,Retail,True,28/12/2008,25/01/2010,"5;99 €","5;99 €","89;47 €",1393.65,New,,,Default,Owned,https://www.brickeconomy.com/set/8977-1/lego-bionicle-agori-zesk
8978-1,Skrall,Bionicle,Glatorian,2009,50,0,Retail,True,28/12/2008,31/01/2010,"11;99 €","11;99 €","75;22 €",527.38,New,,,Default,Owned,https://www.brickeconomy.com/set/8978-1/lego-bionicle-glatorian-skrall
8979-1,Malum,Bionicle,Glatorian,2009,59,0,Retail,True,28/12/2008,25/01/2010,"11;99 €","11;99 €","77;65 €",547.63,New,,,Default,Owned,https://www.brickeconomy.com/set/8979-1/lego-bionicle-glatorian-malum
8980-1,Gresh,Bionicle,Glatorian,2009,55,0,Retail,True,28/12/2008,10/01/2010,"11;99 €","11;99 €","84;26 €",602.75,New,,,Default,Owned,https://www.brickeconomy.com/set/8980-1/lego-bionicle-glatorian-gresh
8981-1,Tarix,Bionicle,Glatorian,2009,57,0,Retail,True,28/12/2008,10/02/2010,"11;99 €","11;99 €","100;90 €",741.54,New,,,Default,Owned,https://www.brickeconomy.com/set/8981-1/lego-bionicle-glatorian-tarix
8982-1,Strakk,Bionicle,Glatorian,2009,46,0,Retail,True,28/12/2008,25/01/2010,"11;99 €","11;99 €","98;27 €",719.60,New,,,Default,Owned,https://www.brickeconomy.com/set/8982-1/lego-bionicle-glatorian-strakk
8983-1,Vorox,Bionicle,Glatorian,2009,51,0,Retail,True,28/12/2008,10/02/2010,"11;99 €","11;99 €","61;53 €",413.17,New,,,Default,Owned,https://www.brickeconomy.com/set/8983-1/lego-bionicle-glatorian-vorox
8984-1,Stronius,Bionicle,Glatorian Legends,2009,55,0,Retail,True,28/06/2009,17/08/2010,"11;99 €","11;99 €","77;33 €",544.92,New,,,Default,Owned,https://www.brickeconomy.com/set/8984-1/lego-bionicle-glatorian-legends-stronius
8985-1,Ackar,Bionicle,Glatorian Legends,2009,55,0,Retail,True,28/06/2009,30/12/2010,"11;99 €","11;99 €","70;39 €",487.08,New,,,Default,Owned,https://www.brickeconomy.com/set/8985-1/lego-bionicle-glatorian-legends-ackar
8986-1,Vastus,Bionicle,Glatorian Legends,2009,52,0,Retail,True,28/06/2009,30/07/2010,"11;99 €","11;99 €","56;94 €",374.94,New,,,Default,Owned,https://www.brickeconomy.com/set/8986-1/lego-bionicle-glatorian-legends-vastus
8987-1,Kiina,Bionicle,Glatorian Legends,2009,43,0,Retail,True,28/06/2009,22/01/2011,"11;99 €","11;99 €","54;00 €",350.35,New,,,Default,Owned,https://www.brickeconomy.com/set/8987-1/lego-bionicle-glatorian-legends-kiina
8988-1,Gelu,Bionicle,Glatorian Legends,2009,52,0,Retail,True,28/06/2009,22/10/2010,"11;99 €","11;99 €","76;15 €",535.08,New,,,Default,Owned,https://www.brickeconomy.com/set/8988-1/lego-bionicle-glatorian-legends-gelu
8989-1,Mata Nui,Bionicle,Glatorian Legends,2009,52,0,Retail,True,28/06/2009,24/07/2010,"11;99 €","11;99 €","253;55 €",2014.72,New,,,Default,Owned,https://www.brickeconomy.com/set/8989-1/lego-bionicle-glatorian-legends-mata-nui
8990-1,Fero and Skirmix,Bionicle,Vehicles/Creatures,2009,148,0,Retail,True,28/12/2008,29/11/2009,"17;59 €","17;59 €","114;25 €",549.47,New,,,Default,Owned,https://www.brickeconomy.com/set/8990-1/lego-bionicle-fero-and-skirmix
8991-1,Tuma,Bionicle,Warriors,2009,188,0,Retail,True,28/12/2008,30/12/2009,"17;59 €","17;59 €","193;89 €",1002.20,New,,,Default,Owned,https://www.brickeconomy.com/set/8991-1/lego-bionicle-tuma
8992-1,Cendox V1,Bionicle,Vehicles/Creatures,2009,151,0,Retail,True,28/06/2009,20/10/2010,"19;99 €","19;99 €","67;98 €",240.07,New,,,Default,Owned,https://www.brickeconomy.com/set/8992-1/lego-bionicle-cendox-v1
8993-1,Kaxium V3,Bionicle,Vehicles/Creatures,2009,251,0,Retail,True,01/07/2009,12/07/2010,"29;99 €","29;99 €","116;79 €",289.44,New,,,Default,Owned,https://www.brickeconomy.com/set/8993-1/lego-bionicle-kaxium-v3
8994-1,Baranus V7,Bionicle,Vehicles/Creatures,2009,263,0,Retail,True,01/07/2009,25/11/2010,"39;99 €","39;99 €","176;00 €",340.11,New,,,Default,Owned,https://www.brickeconomy.com/set/8994-1/lego-bionicle-baranus-v7
8995-1,Thornatus V9,Bionicle,Vehicles/Creatures,2009,438,0,Retail,True,01/07/2009,28/10/2010,"59;99 €","59;99 €","264;95 €",341.66,New,,,Default,Owned,https://www.brickeconomy.com/set/8995-1/lego-bionicle-thornatus-v9
8996-1,Skopio XV-1,Bionicle,Vehicles/Creatures,2009,849,0,Retail,True,01/07/2009,27/08/2010,"79;19 €","79;19 €","582;38 €",635.42,New,,,Default,Owned,https://www.brickeconomy.com/set/8996-1/lego-bionicle-skopio-xv-1
8998-1,Toa Mata Nui,Bionicle,Warriors,2009,366,0,Retail,True,03/08/2009,14/11/2009,"38;45 €","38;45 €","1 928;70 €",4916.14,New,,,Default,Owned,https://www.brickeconomy.com/set/8998-1/lego-bionicle-toa-mata-nui
9077-1,Brick Runner Set,Education,Duplo,2009,132,0,Retail,True,01/01/2009,01/01/2011,"102;07 €","102;07 €","176;88 €",73.29,New,,,Default,Owned,https://www.brickeconomy.com/set/9077-1/lego-education-duplo-brick-runner-set
9078-1,Duplo Special Elements Set,Education,Duplo,2009,109,0,Retail,True,01/01/2009,01/01/2011,"79;19 €","79;19 €","136;36 €",72.20,New,,,Default,Owned,https://www.brickeconomy.com/set/9078-1/lego-education-duplo-special-elements-set
9079-1,Small Building Plates,Education,Duplo,2009,15,0,Retail,True,01/01/2009,01/01/2011,"39;99 €","39;99 €","52;14 €",30.38,New,,,Default,Owned,https://www.brickeconomy.com/set/9079-1/lego-education-duplo-small-building-plates
9580-1,WeDo Construction Set,Education,WeDo,2009,158,0,Retail,True,01/01/2009,01/01/2011,"114;39 €","114;39 €","278;04 €",143.06,New,,,Default,Owned,https://www.brickeconomy.com/set/9580-1/lego-education-wedo-construction-set
9581-1,LEGO USB Hub,Education,Mindstorms,2009,1,0,Retail,True,01/01/2009,01/01/2011,"39;59 €","39;59 €","43;08 €",8.80,New,,,Default,Owned,https://www.brickeconomy.com/set/9581-1/education-mindstorms-lego-usb-hub
9583-1,Motion Sensor,Education,Mindstorms,2009,1,0,Retail,True,01/01/2009,01/01/2011,"17;59 €","17;59 €","17;59 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/9583-1/lego-education-mindstorms-motion-sensor
9584-1,Tilt Sensor,Education,Mindstorms,2009,1,0,Retail,True,01/01/2009,01/01/2011,"17;59 €","17;59 €","17;59 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/9584-1/lego-education-mindstorms-tilt-sensor
9686-1,Simple & Powered Machines Set,Education,,2009,396,2,Retail,True,01/01/2009,01/01/2011,"199;99 €","199;99 €","659;99 €",230.01,New,,,Default,Owned,https://www.brickeconomy.com/set/9686-1/lego-education-simple-powered-machines-set
9698-1,FIRST LEGO League Challenge 2009 Smart Move,Exclusive,FIRST LEGO League,2009,1309,0,Exclusive,True,01/01/2009,01/01/2011,"66;00 €","66;00 €","111;70 €",69.24,New,,,Default,Owned,https://www.brickeconomy.com/set/9698-1/first-lego-league-challenge-2009-smart-move
9749-1,NXT Temperature Sensor,Mindstorms,NXT,2009,1,0,Retail,True,01/01/2009,01/01/2011,"35;16 €","35;16 €","51;91 €",47.66,New,,,Default,Owned,https://www.brickeconomy.com/set/9749-1/lego-mindstorms-nxt-temperature-sensor
9999-1,Upgrade Kit for 9654,Education,Duplo,2009,7,0,Retail,True,01/01/2009,01/01/2011,"26;39 €","26;39 €","38;48 €",45.82,New,,,Default,Owned,https://www.brickeconomy.com/set/9999-1/lego-education-duplo-upgrade-kit-for-9654
10287-1,Intelligent NXT Black Brick,Mindstorms,NXT,2009,1,0,Retail,True,01/01/2009,25/10/2009,"149;59 €","149;59 €","154;02 €",2.96,New,,,Default,Owned,https://www.brickeconomy.com/set/10287-1/lego-mindstorms-intelligent-nxt-black-brick
40000-1,Cool Santa Set,Seasonal,Christmas,2009,152,0,Retail,True,18/10/2009,17/12/2009,"8;79 €","8;79 €","26;06 €",196.40,New,,,Default,Owned,https://www.brickeconomy.com/set/40000-1/lego-christmas-cool-santa-set
66283-1,Duplo Value Pack,Duplo,Value Packs,2009,0,0,Retail,True,01/01/2009,01/01/2011,"48;39 €","48;39 €","98;20 €",102.93,New,,,Default,Owned,https://www.brickeconomy.com/set/66283-1/lego-duplo-value-pack
66307-1,City Super Pack 3 in 1,City,Value Packs,2009,246,0,Retail,True,01/01/2009,01/01/2011,"34;99 €","34;99 €","88;00 €",151.50,New,,,Default,Owned,https://www.brickeconomy.com/set/66307-1/lego-city-super-pack-3-in-1
66308-1,3 in 1 Superpack,Star Wars,Value Packs,2009,414,0,Retail,True,01/05/2009,01/05/2011,"43;99 €","43;99 €","240;12 €",445.83,New,,,Default,Owned,https://www.brickeconomy.com/set/66308-1/lego-star-wars-3-in-1-superpack
66309-1,Pirates Co Pack,Pirates,Value Packs,2009,123,0,Retail,True,01/01/2009,01/01/2011,"13;19 €","13;19 €","86;85 €",558.37,New,,,Default,Owned,https://www.brickeconomy.com/set/66309-1/lego-pirates-co-pack
66320-1,Duplo Feeding Zoo Pack,Duplo,Value Packs,2009,95,0,Retail,True,01/01/2009,01/01/2011,"79;19 €","79;19 €","432;12 €",445.67,New,,,Default,Owned,https://www.brickeconomy.com/set/66320-1/lego-duplo-feeding-zoo-pack
66321-1,Big City Zoo Pack,Duplo,Value Packs,2009,125,0,Retail,True,01/01/2009,01/01/2011,"96;79 €","96;79 €","179;38 €",85.33,New,,,Default,Owned,https://www.brickeconomy.com/set/66321-1/lego-duplo-big-city-zoo-pack
66325-1,City Trains Super Pack 4 in 1,City,Value Packs,2009,1267,0,Retail,True,01/01/2009,01/01/2011,"199;99 €","199;99 €","771;52 €",285.78,New,,,Default,Owned,https://www.brickeconomy.com/set/66325-1/lego-city-super-pack-4-in-1
66326-1,City Super Pack 4 in 1,City,Value Packs,2009,501,0,Retail,True,01/01/2009,01/01/2011,"43;99 €","43;99 €","119;72 €",172.13,New,,,Default,Owned,https://www.brickeconomy.com/set/66326-1/lego-city-super-pack-4-in-1
66329-1,City Police/Fire Super Pack 3 in 1,City,Value Packs,2009,284,0,Retail,True,01/01/2009,01/01/2011,"21;99 €","21;99 €","57;87 €",163.15,New,,,Default,Owned,https://www.brickeconomy.com/set/66329-1/lego-city-policefire-super-pack-3-in-1
66331-1,City Super Pack 3 in 1 (Construction 1 VP),City,Value Packs,2009,1219,0,Retail,True,01/01/2009,01/01/2011,"109;99 €","109;99 €","180;61 €",64.21,New,,,Default,Owned,https://www.brickeconomy.com/set/66331-1/lego-city-super-pack-3-in-1-construction-1-vp
66333-1,Costco Canada CoPack A,Bionicle,Value Packs,2009,107,0,Retail,True,01/01/2009,01/01/2011,"22;87 €","22;87 €","191;35 €",736.63,New,,,Default,Owned,https://www.brickeconomy.com/set/66333-1/lego-bionicle-costco-canada-copack-a
66334-1,Costco Canada CoPack B,Bionicle,Value Packs,2009,95,0,Retail,True,01/01/2009,01/01/2011,"22;87 €","22;87 €","429;45 €",1777.68,New,,,Default,Owned,https://www.brickeconomy.com/set/66334-1/lego-bionicle-costco-canada-copack-b
66335-1,Bionicle Costco Canada CoPack C,Bionicle,Value Packs,2009,107,0,Retail,True,01/01/2009,01/01/2011,"22;87 €","22;87 €","189;96 €",730.55,New,,,Default,Owned,https://www.brickeconomy.com/set/66335-1/lego-bionicle-costco-canada-copack-c
66340-1,Classic Carrefour Co-Pack,Bricks and More,Value Packs,2009,516,0,Retail,True,01/01/2009,01/01/2011,"26;39 €","26;39 €","26;39 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/66340-1/lego-classic-carrefour-co-pack
66385-1,B&M AllToys Co-Pack,Creator,Value Packs,2009,570,0,Retail,True,01/01/2009,01/01/2011,"39;99 €","39;99 €","62;64 €",56.64,New,,,Default,Owned,https://www.brickeconomy.com/set/66385-1/lego-creator-bm-alltoys-co-pack
852227-1,Pirate Playing Cards,Gear,Trading and Playing Cards,2009,0,0,Retail,True,02/03/2009,29/03/2011,"3;99 €","3;99 €","14;15 €",254.65,New,,,Default,Owned,https://www.brickeconomy.com/set/852227-1/lego-pirate-playing-cards
852243-1,SW Darth Vader T-Shirt,Gear,Clothing,2009,0,0,Retail,True,20/03/2009,17/12/2009,"14;07 €","14;07 €","30;71 €",118.26,New,,,Default,Owned,https://www.brickeconomy.com/set/852243-1/lego-clothing-sw-darth-vader-t-shirt
852490-1,Belville Lunch Box,Gear,Bags,2009,0,0,Retail,True,15/02/2009,15/02/2010,"13;19 €","13;19 €","17;87 €",35.49,New,,,Default,Owned,https://www.brickeconomy.com/set/852490-1/lego-belville-lunch-box
852492-1,Belville Placemat,Gear,Housewares,2009,0,0,Retail,True,02/03/2009,15/12/2009,"2;90 €","2;90 €","20;92 €",622.49,New,,,Default,Owned,https://www.brickeconomy.com/set/852492-1/lego-belville-placemat
852494-1,Bionicle T-Shirt,Gear,Clothing,2009,0,0,Retail,True,01/01/2009,01/01/2011,"13;19 €","13;19 €","13;19 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/852494-1/lego-clothing-bionicle-t-shirt
852495-1,Foam Ice Sword,Gear,Role-Play Toys,2009,0,0,Retail,True,02/03/2009,15/02/2010,"8;79 €","8;79 €","10;56 €",20.12,New,,,Default,Owned,https://www.brickeconomy.com/set/852495-1/lego-foam-ice-sword
852496-1,Bionicle Ball Shooter,Gear,Role-Play Toys,2009,0,0,Retail,True,18/02/2009,06/01/2010,"17;59 €","17;59 €","17;59 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/852496-1/lego-bionicle-ball-shooter
852497-1,Bionicle Backpack,Gear,Role-Play Toys,2009,0,0,Retail,True,15/02/2009,06/11/2009,"21;99 €","21;99 €","21;99 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/852497-1/lego-bionicle-backpack
852498-1,Bionicle Cap,Gear,Clothing,2009,0,0,Retail,True,02/03/2009,04/02/2010,"9;67 €","9;67 €","9;67 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/852498-1/lego-clothing-bionicle-cap
852499-1,Polar Bear Cub T-Shirt,Gear,Clothing,2009,0,0,Retail,True,13/04/2009,04/02/2010,"13;19 €","13;19 €","15;12 €",14.61,New,,,Default,Owned,https://www.brickeconomy.com/set/852499-1/lego-clothing-polar-bear-cub-t-shirt
852504-1,Magnet Set Indiana Jones,Gear,Magnets / Indiana Jones,2009,18,3,Retail,True,24/01/2009,01/12/2009,"13;19 €","13;19 €","51;91 €",293.53,New,,,Default,Owned,https://www.brickeconomy.com/set/852504-1/lego-magnet-set-indiana-jones
852505-1,Green Rock Monster Key Chain,Gear,Key Chains / Power Miners,2009,0,0,Retail,True,23/02/2009,04/01/2011,"4;39 €","4;39 €","6;02 €",37.07,New,,,Default,Owned,https://www.brickeconomy.com/set/852505-1/lego-green-rock-monster-key-chain
852506-1,Red Rock Monster Key Chain,Gear,Key Chains / Power Miners,2009,0,0,Retail,True,16/02/2009,05/11/2010,"4;39 €","4;39 €","5;25 €",19.64,New,,,Default,Owned,https://www.brickeconomy.com/set/852506-1/lego-red-rock-monster-key-chain
852512-1,Archer Set,Gear,Role-Play Toys,2009,0,0,Retail,True,15/02/2009,08/02/2010,"21;99 €","21;99 €","21;99 €",0.00,New,,,Default,Owned,https://www.brickeconomy.com/set/852512-1/lego-archer-set
852513-1,City Hero Magnet Set,Gear,Magnets / City,2009,0,3,Retail,True,26/02/2009,20/10/2010,"11;43 €","11;43 €","13;60 €",19.01,New,,,Default,Owned,https://www.brickeconomy.com/set/852513-1/lego-city-hero-magnet-set
852516-1,City Placemat,Gear,Housewares,2009,0,0,Retail,True,15/02/2009,15/08/2009,"2;90 €","2;90 €","12;88 €",344.98,New,,,Default,Owned,https://www.brickeconomy.com/set/852516-1/lego-city-placemat
852517-1,Police Lunch Box,Gear,Bags,2009,0,0,Retail,True,15/02/2009,18/02/2010,"13;19 €","13;19 €","13;70 €",3.87,New,,,Default,Owned,https://www.brickeconomy.com/set/852517-1/lego-police-lunch-box
852520-1,LEGO Classic T-Shirt,Gear,Clothing,2009,0,0,Retail,True,21/02/2009,14/01/2010,"14;95 €","14;95 €","77;11 €",415.72,New,,,Default,Owned,https://www.brickeconomy.com/set/852520-1/clothing-lego-classic-t-shirt
852521-1,LEGO Classic Book Ends,Gear,Housewares,2009,0,0,Retail,True,15/02/2009,17/12/2009,"20;23 €","20;23 €","50;09 €",147.59,New,,,Default,Owned,https://www.brickeconomy.com/set/852521-1/lego-classic-book-ends
852522-1,LEGO Letters Building System,Gear,Miscellaneous,2009,0,0,Retail,True,17/03/2009,22/11/2009,"17;59 €","17;59 €","30;72 €",74.64,New,,,Default,Owned,https://www.brickeconomy.com/set/852522-1/lego-letters-building-system
852524-1,Minifigure Cookie Cutters,Gear,Housewares,2009,0,0,Retail,True,16/03/2009,08/02/2010,"7;03 €","7;03 €","16;17 €",129.91,New,,,Default,Owned,https://www.brickeconomy.com/set/852524-1/lego-minifigure-cookie-cutters
852525-1,LEGO Cutlery - Silicone Studs,Gear,Housewares,2009,0,0,Retail,True,26/02/2009,04/12/2009,"21;99 €","21;99 €","22;97 €",4.44,New,,,Default,Owned,https://www.brickeconomy.com/set/852525-1/lego-cutlery-silicone-studs
852527-1,LEGO City Coat Rack,Gear,Housewares,2009,0,3,Retail,True,14/05/2009,06/11/2009,"20;23 €","20;23 €","79;95 €",295.17,New,,,Default,Owned,https://www.brickeconomy.com/set/852527-1/lego-city-coat-rack
852528-1,Kitchen Storage Set,Gear,Housewares,2009,0,0,Retail,True,23/02/2009,14/01/2010,"26;39 €","26;39 €","51;60 €",95.53,New,,,Default,Owned,https://www.brickeconomy.com/set/852528-1/lego-kitchen-storage-set
852529-1,Pro-Builder Toolbox,Gear,Storage,2009,0,0,Retail,True,16/03/2009,25/01/2010,"26;39 €","26;39 €","34;65 €",31.28,New,,,Default,Owned,https://www.brickeconomy.com/set/852529-1/lego-pro-builder-toolbox
852530-1,Rolling Cookie Cutter,Gear,Housewares,2009,0,0,Retail,True,26/02/2009,20/11/2009,"8;79 €","8;79 €","42;70 €",385.69,New,,,Default,Owned,https://www.brickeconomy.com/set/852530-1/lego-rolling-cookie-cutter
852534-1,Kitchen Scale MF,Gear,Housewares,2009,0,0,Retail,True,23/02/2009,15/12/2009,"17;59 €","17;59 €","43;83 €",149.17,New,,,Default,Owned,https://www.brickeconomy.com/set/852534-1/lego-kitchen-scale-mf
852543-1,Pirates Magnet Set,Gear,Magnets / Pirates,2009,22,3,Retail,True,26/02/2009,28/12/2010,"9;99 €","9;99 €","17;25 €",72.65,New,,,Default,Owned,https://www.brickeconomy.com/set/852543-1/lego-pirates-magnet-set
852544-1,Pirate Captain Key Chain,Gear,Key Chains / Pirates,2009,0,1,Retail,True,02/03/2009,28/10/2010,"4;39 €","4;39 €","7;15 €",62.73,New,,,Default,Owned,https://www.brickeconomy.com/set/852544-1/lego-pirate-captain-key-chain
852545-1,Treasure Box with Pop Up,Gear,Miscellaneous,2009,0,0,Retail,True,17/06/2009,10/02/2010,"14;95 €","14;95 €","16;82 €",12.48,New,,,Default,Owned,https://www.brickeconomy.com/set/852545-1/lego-treasure-box-with-pop-up
852547-1,SpongeBob Spacesuit Magnet Set,Gear,Magnets / SpongeBob SquarePants,2009,0,3,Retail,True,24/02/2009,05/11/2010,"13;19 €","13;19 €","25;09 €",90.19,New,,,Default,Owned,https://www.brickeconomy.com/set/852547-1/lego-spongebob-spacesuit-magnet-set
852548-1,Clone Wars R7-A7,Gear,Key Chains / Star Wars,2009,0,0,Retail,True,20/07/2009,04/02/2010,"4;39 €","4;39 €","11;86 €",170.14,New,,,Default,Owned,https://www.brickeconomy.com/set/852548-1/lego-clone-wars-r7-a7-key-chain
852549-1,Clone Wars Count Dooku,Gear,Key Chains / Star Wars,2009,0,0,Retail,True,16/02/2009,22/01/2011,"3;99 €","3;99 €","5;24 €",31.23,New,,,Default,Owned,https://www.brickeconomy.com/set/852549-1/lego-clone-wars-count-dooku-key-chain
852550-1,Clone Wars Yoda,Gear,Key Chains / Star Wars,2009,0,0,Retail,True,16/02/2009,23/10/2014,"1;99 €","1;99 €","5;20 €",161.35,New,,,Default,Owned,https://www.brickeconomy.com/set/852550-1/lego-clone-wars-yoda-key-chain
852551-1,Magnet Set Darth Maul 2009,Gear,Magnets / Star Wars,2009,0,3,Retail,True,15/02/2009,28/06/2010,"13;19 €","13;19 €","21;14 €",60.24,New,,,Default,Owned,https://www.brickeconomy.com/set/852551-1/lego-magnet-set-darth-maul-2009
